order_id,customer_id,order_date,status,payment_method,shipping_address,shipping_city,shipping_state,discount_amount,total_amount
ORD00000685,CUST000921,2024-12-24 22:45:13,Shipped,Cash,8319 Oak St,Dallas,PA,30.62,13046.64
ORD00000686,CUST000417,2025-03-06 22:45:13,Processing,Credit Card,1920 Oak St,San Jose,CA,9.2,4279.74
ORD00000687,CUST000577,2025-06-19 22:45:13,Completed,Credit Card,3926 Oak St,San Antonio,CA,31.47,7608.53
ORD00000688,CUST000106,2025-05-19 22:45:13,Completed,PayPal,1072 Oak St,Los Angeles,TX,21.7,3167.46
ORD00000689,CUST000727,2024-10-04 22:45:13,Completed,Bank Transfer,2982 Main St,San Antonio,NY,34.49,57.63
ORD00000690,CUST000857,2024-12-18 22:45:13,Completed,Bank Transfer,2086 Park St,San Diego,TX,18.01,5549.5
ORD00000691,CUST000377,2025-04-04 22:45:13,Processing,Bank Transfer,6342 Main St,San Jose,NY,1.14,788.94
ORD00000692,CUST000740,2024-09-06 22:45:13,Shipped,Bank Transfer,5792 Elm St,Philadelphia,CA,35.61,5411.1
ORD00000693,CUST000511,2024-09-29 22:45:13,Shipped,Cash,8225 Main St,San Jose,CA,27.34,6998.69
ORD00000694,CUST000649,2024-11-24 22:45:13,Shipped,Credit Card,9360 Elm St,Phoenix,AZ,22.35,7922.14
ORD00000695,CUST000963,2025-02-07 22:45:13,Processing,Cash,3654 Main St,San Diego,CA,22.77,195.57
ORD00000696,CUST000080,2025-06-23 22:45:13,Shipped,PayPal,4834 Park St,San Jose,CA,22.3,3604.02
ORD00000697,CUST000641,2024-11-25 22:45:13,Shipped,Credit Card,7103 Main St,Los Angeles,NY,24.68,6656.92
ORD00000698,CUST000028,2024-09-27 22:45:13,Processing,PayPal,5306 Elm St,Dallas,CA,26.75,2260.78
ORD00000699,CUST000450,2025-01-27 22:45:13,Completed,Credit Card,8293 Main St,San Jose,NY,35.81,5002.11
ORD00000700,CUST000698,2024-07-24 22:45:13,Cancelled,PayPal,802 Park St,San Antonio,IL,13.44,3418.79
ORD00000701,CUST000495,2025-01-11 22:45:13,Processing,Credit Card,6495 Oak St,Los Angeles,CA,31.58,6344.73
ORD00000702,CUST000538,2024-12-24 22:45:13,Cancelled,Cash,1889 Oak St,Chicago,CA,27.02,3220.92
ORD00000703,CUST000249,2025-02-16 22:45:13,Cancelled,Cash,9028 Main St,Dallas,TX,9.44,3778.8
ORD00000704,CUST000063,2024-08-17 22:45:13,Processing,Bank Transfer,3706 Oak St,San Diego,CA,37.93,7364.74
ORD00000705,CUST000832,2025-01-07 22:45:13,Cancelled,PayPal,1963 Park St,San Antonio,TX,2.86,2900.94
ORD00000706,CUST000005,2025-03-26 22:45:13,Cancelled,Credit Card,4641 Elm St,New York,TX,32.07,5575.51
ORD00000707,CUST000541,2025-02-07 22:45:13,Shipped,Cash,1290 Park St,San Jose,TX,15.38,185.32
ORD00000708,CUST000636,2024-12-12 22:45:13,Completed,PayPal,1868 Main St,Chicago,CA,20.84,4451.2
ORD00000709,CUST000814,2024-11-13 22:45:13,Cancelled,Bank Transfer,4058 Elm St,Philadelphia,TX,34.23,9713.55
ORD00000710,CUST000432,2024-12-01 22:45:13,Shipped,PayPal,9894 Main St,Dallas,NY,28.73,7911.87
ORD00000711,CUST000368,2025-05-19 22:45:13,Processing,Credit Card,1499 Oak St,Phoenix,TX,25.77,1867.53
ORD00000712,CUST000078,2024-11-22 22:45:13,Shipped,Cash,4292 Park St,Houston,TX,31.31,7288.42
ORD00000713,CUST000552,2025-04-11 22:45:13,Completed,Credit Card,7613 Oak St,Phoenix,CA,38.66,269.02
ORD00000714,CUST000860,2024-08-10 22:45:13,Completed,Credit Card,4096 Main St,Philadelphia,AZ,37.06,5045.02
ORD00000715,CUST000812,2025-06-09 22:45:13,Completed,Bank Transfer,1563 Main St,Los Angeles,TX,12.9,2994.8
ORD00000716,CUST000259,2025-06-17 22:45:13,Processing,Bank Transfer,9130 Main St,Dallas,TX,1.34,6003.27
ORD00000717,CUST000471,2025-04-08 22:45:13,Processing,Bank Transfer,5524 Elm St,San Jose,IL,7.78,3199.87
ORD00000718,CUST000551,2025-01-01 22:45:13,Processing,Cash,702 Park St,San Antonio,TX,26.94,627.41
ORD00000719,CUST000150,2025-05-18 22:45:13,Processing,Bank Transfer,1151 Elm St,New York,TX,25.28,3104.56
ORD00000720,CUST000457,2024-08-19 22:45:13,Completed,Credit Card,7457 Park St,Dallas,CA,25.75,5607.07
ORD00000721,CUST000285,2024-10-14 22:45:13,Shipped,Cash,7676 Main St,Houston,TX,7.22,8875.97
ORD00000722,CUST000021,2025-04-26 22:45:13,Cancelled,PayPal,9660 Main St,San Antonio,CA,24.73,6461.0
ORD00000723,CUST000146,2025-03-31 22:45:13,Cancelled,Credit Card,5073 Park St,Phoenix,CA,24.56,5767.65
ORD00000724,CUST000908,2024-09-11 22:45:13,Cancelled,Cash,2967 Park St,Philadelphia,TX,21.16,5498.05
ORD00000725,CUST000420,2025-02-01 22:45:13,Shipped,Bank Transfer,457 Park St,Houston,TX,5.6,48.07
ORD00000726,CUST000783,2024-10-10 22:45:13,Shipped,Credit Card,7125 Oak St,San Antonio,CA,17.46,6942.86
ORD00000727,CUST000603,2024-10-12 22:45:13,Shipped,Credit Card,1907 Elm St,San Jose,TX,32.5,6649.83
ORD00000728,CUST000071,2025-05-02 22:45:13,Cancelled,Bank Transfer,1286 Main St,Los Angeles,CA,27.27,2532.98
ORD00000729,CUST000597,2024-11-05 22:45:13,Processing,Credit Card,2927 Main St,Philadelphia,TX,40.14,6351.96
ORD00000730,CUST000148,2025-03-20 22:45:13,Processing,Bank Transfer,499 Main St,San Diego,PA,13.18,1637.35
ORD00000731,CUST000285,2025-06-23 22:45:13,Cancelled,Bank Transfer,3360 Elm St,Houston,TX,20.29,206.67
ORD00000732,CUST000536,2025-04-15 22:45:13,Shipped,Credit Card,5927 Park St,Chicago,CA,45.9,1198.26
ORD00000733,CUST000102,2024-09-02 22:45:13,Cancelled,PayPal,2926 Main St,New York,AZ,22.45,2412.28
ORD00000734,CUST000166,2025-03-11 22:45:13,Completed,Bank Transfer,5173 Park St,Philadelphia,CA,4.64,3075.36
ORD00000735,CUST000497,2025-06-26 22:45:13,Cancelled,PayPal,4340 Oak St,Dallas,AZ,39.7,4761.9
ORD00000736,CUST000199,2025-07-11 22:45:13,Cancelled,PayPal,4877 Elm St,Philadelphia,TX,10.97,2662.19
ORD00000737,CUST000322,2025-05-22 22:45:13,Cancelled,Cash,5294 Park St,Los Angeles,TX,12.66,4545.67
ORD00000738,CUST000459,2024-12-30 22:45:13,Cancelled,Bank Transfer,8417 Oak St,Dallas,PA,15.83,4193.87
ORD00000739,CUST000621,2024-12-09 22:45:13,Cancelled,Credit Card,5106 Park St,San Antonio,CA,20.78,969.01
ORD00000740,CUST000836,2025-04-09 22:45:13,Shipped,Bank Transfer,1909 Elm St,San Antonio,PA,26.64,3558.48
ORD00000741,CUST000848,2024-11-13 22:45:13,Shipped,Bank Transfer,2375 Main St,Los Angeles,TX,3.4,3115.34
ORD00000742,CUST000990,2025-03-18 22:45:13,Processing,Credit Card,1115 Main St,Chicago,CA,44.92,3886.56
ORD00000743,CUST000444,2024-10-11 22:45:13,Cancelled,Cash,1224 Oak St,San Diego,CA,4.16,435.12
ORD00000744,CUST000784,2025-02-09 22:45:13,Completed,Cash,6360 Park St,Dallas,PA,31.28,1905.37
ORD00000745,CUST000213,2025-04-26 22:45:13,Completed,Bank Transfer,8123 Elm St,San Diego,CA,23.15,3224.64
ORD00000746,CUST000570,2025-03-27 22:45:13,Shipped,Bank Transfer,2618 Main St,Houston,IL,8.71,4808.53
ORD00000747,CUST000099,2025-04-30 22:45:13,Shipped,Cash,1369 Main St,Chicago,CA,42.92,5562.27
ORD00000748,CUST000634,2025-03-26 22:45:13,Processing,PayPal,6530 Park St,Philadelphia,CA,8.47,3282.97
ORD00000749,CUST000062,2024-11-24 22:45:13,Cancelled,Bank Transfer,5257 Oak St,San Jose,NY,32.1,1289.99
ORD00000750,CUST000680,2025-02-10 22:45:13,Completed,Credit Card,2964 Oak St,San Jose,CA,45.38,6247.89
ORD00000751,CUST000791,2025-03-23 22:45:13,Completed,PayPal,7373 Main St,Los Angeles,TX,47.78,2777.67
ORD00000752,CUST000097,2025-04-08 22:45:13,Shipped,Bank Transfer,5494 Main St,Los Angeles,TX,7.88,5023.28
ORD00000753,CUST000100,2024-10-18 22:45:13,Processing,Bank Transfer,5463 Elm St,Dallas,TX,16.43,130.51
ORD00000754,CUST000294,2025-05-31 22:45:13,Completed,Bank Transfer,2995 Elm St,San Antonio,CA,35.95,2212.41
ORD00000755,CUST000168,2024-07-31 22:45:13,Cancelled,Bank Transfer,9872 Oak St,San Jose,CA,6.16,3359.04
ORD00000756,CUST000928,2024-09-14 22:45:13,Cancelled,Cash,7535 Main St,Philadelphia,NY,32.23,1843.0
ORD00000757,CUST000005,2025-06-05 22:45:13,Completed,PayPal,5114 Oak St,New York,TX,38.73,4551.27
ORD00000758,CUST000281,2025-01-17 22:45:13,Processing,Bank Transfer,9463 Park St,Houston,PA,45.26,548.98
ORD00000759,CUST000890,2024-09-27 22:45:13,Shipped,Credit Card,555 Elm St,San Diego,CA,15.48,2725.36
ORD00000760,CUST000690,2025-01-22 22:45:13,Cancelled,Bank Transfer,9464 Oak St,Phoenix,IL,44.78,6559.07
ORD00000761,CUST000424,2024-08-08 22:45:13,Shipped,Cash,5378 Park St,Philadelphia,AZ,43.42,5918.67
ORD00000762,CUST000030,2024-11-29 22:45:13,Cancelled,Bank Transfer,2713 Main St,New York,PA,14.1,1954.58
ORD00000763,CUST000987,2025-02-27 22:45:13,Shipped,Credit Card,3214 Main St,San Antonio,CA,4.18,5887.33
ORD00000764,CUST000213,2025-02-09 22:45:13,Processing,Cash,3684 Park St,San Diego,CA,40.14,1695.61
ORD00000765,CUST000081,2025-07-04 22:45:13,Shipped,Cash,8643 Oak St,New York,TX,26.31,2260.04
ORD00000766,CUST000727,2024-08-09 22:45:13,Cancelled,Credit Card,8315 Park St,San Antonio,NY,2.38,7092.86
ORD00000767,CUST000160,2025-06-18 22:45:13,Completed,Cash,5118 Elm St,San Diego,TX,14.38,2635.2
ORD00000768,CUST000793,2025-02-07 22:45:13,Completed,Cash,3135 Elm St,New York,AZ,10.86,440.82
ORD00000769,CUST000745,2025-01-16 22:45:13,Shipped,Credit Card,9744 Main St,San Diego,CA,16.85,96.63
ORD00000770,CUST000066,2025-05-14 22:45:13,Completed,Bank Transfer,9701 Main St,Philadelphia,TX,48.8,2459.95
ORD00000771,CUST000502,2024-08-20 22:45:13,Processing,PayPal,9172 Park St,Chicago,NY,35.98,3011.28
ORD00000772,CUST000113,2025-06-18 22:45:13,Processing,PayPal,8689 Main St,Philadelphia,CA,44.43,1670.13
ORD00000773,CUST000336,2025-05-25 22:45:13,Processing,PayPal,8016 Elm St,Houston,TX,38.22,3010.57
ORD00000774,CUST000989,2024-08-06 22:45:13,Shipped,Credit Card,8973 Main St,San Jose,TX,22.13,6392.94
ORD00000775,CUST000665,2024-11-22 22:45:13,Completed,Bank Transfer,8805 Elm St,Dallas,CA,1.18,4150.51
ORD00000776,CUST000266,2024-08-16 22:45:13,Completed,PayPal,8755 Main St,Dallas,NY,8.88,6412.49
ORD00000777,CUST000166,2024-10-13 22:45:13,Processing,Cash,7215 Park St,Philadelphia,CA,16.18,10207.14
ORD00000778,CUST000155,2024-08-05 22:45:13,Cancelled,Bank Transfer,7975 Park St,Los Angeles,AZ,26.13,10197.91
ORD00000779,CUST000456,2025-03-26 22:45:13,Cancelled,PayPal,7950 Elm St,Houston,NY,21.5,5582.33
ORD00000780,CUST000840,2025-05-21 22:45:13,Shipped,Credit Card,1989 Park St,New York,IL,25.66,6187.74
ORD00000781,CUST000531,2024-09-29 22:45:13,Completed,Credit Card,1210 Elm St,Philadelphia,CA,14.07,696.81
ORD00000782,CUST000651,2025-06-29 22:45:13,Shipped,Bank Transfer,5288 Oak St,San Diego,CA,17.26,972.44
ORD00000783,CUST000977,2024-08-27 22:45:13,Completed,PayPal,3309 Park St,Dallas,TX,1.52,6173.87
ORD00000784,CUST000703,2025-06-01 22:45:13,Shipped,Cash,1981 Elm St,New York,NY,6.59,3194.21
ORD00000785,CUST000337,2024-08-12 22:45:13,Processing,PayPal,3025 Elm St,Houston,TX,36.89,553.93
ORD00000786,CUST000524,2025-04-11 22:45:13,Processing,Cash,6850 Main St,New York,CA,20.32,1669.31
ORD00000787,CUST000712,2024-10-24 22:45:13,Processing,Credit Card,5742 Elm St,Dallas,NY,17.92,9811.75
ORD00000788,CUST000430,2025-07-15 22:45:13,Processing,Cash,7309 Main St,Dallas,AZ,9.77,5441.97
ORD00000789,CUST000293,2025-01-11 22:45:13,Completed,Cash,6031 Main St,San Antonio,AZ,24.88,6995.23
ORD00000790,CUST000287,2024-09-19 22:45:13,Cancelled,Cash,7242 Elm St,Chicago,AZ,10.95,4881.43
ORD00000791,CUST000346,2024-09-24 22:45:13,Processing,Cash,9804 Park St,Phoenix,NY,21.72,346.36
ORD00000792,CUST000553,2024-10-12 22:45:13,Shipped,Credit Card,7660 Oak St,San Antonio,IL,1.37,2851.47
ORD00000793,CUST000167,2025-04-21 22:45:13,Processing,Credit Card,9896 Main St,Philadelphia,CA,46.5,8310.05
ORD00000794,CUST000827,2024-12-19 22:45:13,Cancelled,Cash,8945 Park St,Dallas,TX,19.23,6169.04
ORD00000795,CUST000580,2024-10-16 22:45:13,Cancelled,Bank Transfer,3133 Elm St,Phoenix,CA,24.33,5687.85
ORD00000796,CUST000174,2025-01-30 22:45:13,Shipped,Cash,2602 Elm St,Dallas,IL,40.86,4657.63
ORD00000797,CUST000172,2024-10-30 22:45:13,Processing,Cash,188 Main St,San Diego,CA,30.17,3564.78
ORD00000798,CUST000978,2025-03-25 22:45:13,Processing,Cash,2631 Park St,Los Angeles,TX,18.61,3478.5
ORD00000799,CUST000299,2025-07-13 22:45:13,Shipped,PayPal,7206 Elm St,San Jose,TX,3.44,4907.44
ORD00000800,CUST000465,2025-06-02 22:45:13,Processing,Cash,4881 Main St,Phoenix,CA,22.0,5745.11
ORD00000801,CUST000453,2025-03-08 22:45:13,Shipped,Cash,8149 Main St,Houston,CA,18.91,6641.18
ORD00000802,CUST000514,2025-03-03 22:45:13,Shipped,Credit Card,4023 Elm St,Philadelphia,TX,41.61,3747.22
ORD00000803,CUST000660,2024-10-18 22:45:13,Shipped,Bank Transfer,7452 Main St,Phoenix,CA,33.29,8983.63
ORD00000804,CUST000361,2024-08-04 22:45:13,Shipped,Bank Transfer,2224 Oak St,New York,IL,17.66,4461.63
ORD00000805,CUST000514,2025-07-14 22:45:13,Shipped,Cash,9466 Elm St,Philadelphia,TX,35.5,8903.66
ORD00000806,CUST000206,2024-12-30 22:45:13,Processing,Credit Card,2208 Main St,San Jose,TX,33.8,1651.24
ORD00000807,CUST000605,2025-04-06 22:45:13,Cancelled,PayPal,372 Elm St,Dallas,PA,19.12,4966.63
ORD00000808,CUST000549,2024-10-28 22:45:13,Processing,Credit Card,4878 Oak St,Philadelphia,TX,8.73,10257.2
ORD00000809,CUST000759,2025-02-04 22:45:13,Cancelled,Cash,4765 Park St,Dallas,CA,9.45,3046.12
ORD00000810,CUST000884,2025-03-16 22:45:13,Completed,PayPal,294 Park St,Chicago,TX,14.13,2451.75
ORD00000811,CUST000608,2024-11-29 22:45:13,Cancelled,Cash,5641 Park St,Philadelphia,PA,33.7,12154.82
ORD00000812,CUST000024,2024-12-16 22:45:13,Cancelled,PayPal,8237 Oak St,San Jose,CA,8.45,11396.88
ORD00000813,CUST000099,2024-11-25 22:45:13,Processing,PayPal,8512 Oak St,Chicago,CA,10.18,280.99
ORD00000814,CUST000096,2024-12-26 22:45:13,Cancelled,Credit Card,3075 Main St,San Antonio,CA,39.53,6529.37
ORD00000815,CUST000024,2024-10-17 22:45:13,Cancelled,Bank Transfer,2245 Elm St,San Jose,CA,14.29,2595.83
ORD00000816,CUST000158,2025-04-25 22:45:13,Shipped,Credit Card,7095 Main St,San Antonio,CA,20.16,53.16
ORD00000817,CUST000005,2024-10-20 22:45:13,Processing,Cash,3512 Park St,New York,TX,42.81,1231.39
ORD00000818,CUST000838,2024-08-03 22:45:13,Cancelled,Credit Card,1754 Main St,Chicago,NY,23.27,4962.53
ORD00000819,CUST000023,2025-01-12 22:45:13,Shipped,Credit Card,9443 Elm St,San Jose,CA,23.31,13383.51
ORD00000820,CUST000657,2024-11-11 22:45:13,Completed,PayPal,9898 Park St,Houston,CA,6.07,10358.91
ORD00000821,CUST000729,2024-10-02 22:45:13,Completed,Cash,6387 Oak St,Houston,AZ,26.53,6469.51
ORD00000822,CUST000391,2025-01-20 22:45:13,Processing,PayPal,5522 Oak St,Dallas,CA,34.16,8350.14
ORD00000823,CUST000490,2025-07-03 22:45:13,Completed,Cash,4436 Oak St,Chicago,CA,29.58,4540.16
ORD00000824,CUST000899,2025-02-21 22:45:13,Cancelled,Cash,2194 Main St,San Diego,TX,20.81,4809.58
ORD00000825,CUST000500,2024-10-08 22:45:13,Shipped,PayPal,3336 Elm St,Philadelphia,TX,16.91,5803.26
ORD00000826,CUST000258,2025-07-15 22:45:13,Completed,Cash,397 Park St,Dallas,NY,17.87,7221.08
ORD00000827,CUST000706,2024-09-26 22:45:13,Completed,PayPal,9592 Main St,Houston,IL,44.45,1608.94
ORD00000828,CUST000749,2024-11-13 22:45:13,Cancelled,PayPal,4564 Elm St,Los Angeles,TX,22.99,2613.87
ORD00000829,CUST000089,2025-03-28 22:45:13,Processing,PayPal,851 Elm St,San Antonio,AZ,20.85,1882.79
ORD00000830,CUST000881,2025-03-09 22:45:13,Completed,Bank Transfer,9795 Elm St,Philadelphia,NY,3.65,3476.51
ORD00000831,CUST000697,2025-05-15 22:45:13,Shipped,Cash,4979 Oak St,San Antonio,TX,28.08,2370.24
ORD00000832,CUST000771,2025-06-13 22:45:13,Shipped,Credit Card,1605 Park St,New York,TX,45.3,10430.64
ORD00000833,CUST000756,2024-07-20 22:45:13,Completed,Bank Transfer,8787 Elm St,Houston,TX,12.42,7437.04
ORD00000834,CUST000126,2025-01-03 22:45:13,Completed,Credit Card,9183 Oak St,San Diego,TX,35.76,4431.13
ORD00000835,CUST000020,2025-04-05 22:45:13,Processing,PayPal,701 Oak St,Los Angeles,PA,44.33,7598.59
ORD00000836,CUST000555,2025-06-02 22:45:13,Shipped,Bank Transfer,9704 Elm St,San Diego,CA,47.44,3572.62
ORD00000837,CUST000561,2024-11-16 22:45:13,Completed,PayPal,6184 Main St,Chicago,NY,24.38,5394.04
ORD00000838,CUST000213,2024-12-25 22:45:13,Shipped,PayPal,3737 Elm St,San Diego,CA,14.11,5768.05
ORD00000839,CUST000743,2024-10-21 22:45:13,Shipped,PayPal,2517 Elm St,Houston,CA,16.3,3952.8
ORD00000840,CUST000559,2024-10-17 22:45:13,Cancelled,Credit Card,9534 Oak St,Phoenix,TX,26.43,6153.0
ORD00000841,CUST000418,2024-12-01 22:45:13,Shipped,Bank Transfer,7758 Main St,Phoenix,CA,32.05,5758.34
ORD00000842,CUST000151,2025-01-18 22:45:13,Cancelled,Cash,1564 Main St,Los Angeles,AZ,1.68,8597.74
ORD00000843,CUST000100,2025-05-26 22:45:13,Completed,Credit Card,1066 Main St,Dallas,TX,31.19,4520.27
ORD00000844,CUST000894,2024-12-29 22:45:13,Cancelled,Bank Transfer,9964 Park St,San Diego,NY,24.08,1966.72
ORD00000845,CUST000260,2024-07-25 22:45:13,Processing,PayPal,8995 Oak St,Phoenix,CA,37.95,5254.08
ORD00000846,CUST000778,2024-07-21 22:45:13,Completed,Credit Card,8246 Park St,New York,PA,0.67,3377.49
ORD00000847,CUST000892,2024-09-19 22:45:13,Processing,Cash,5471 Oak St,Houston,TX,47.49,3914.52
ORD00000848,CUST000512,2025-03-17 22:45:13,Cancelled,Bank Transfer,183 Elm St,San Diego,TX,27.34,3477.35
ORD00000849,CUST000954,2025-01-07 22:45:13,Completed,Credit Card,1114 Oak St,Houston,CA,26.35,2169.09
ORD00000850,CUST000612,2025-07-05 22:45:13,Processing,Bank Transfer,2819 Park St,Phoenix,CA,30.86,3259.02
ORD00000851,CUST000353,2025-04-17 22:45:13,Processing,Credit Card,1839 Oak St,San Diego,NY,25.22,5768.23
ORD00000852,CUST000463,2024-10-27 22:45:13,Completed,Credit Card,8334 Oak St,New York,TX,23.94,7337.42
ORD00000853,CUST000598,2025-01-21 22:45:13,Processing,Cash,8722 Park St,Phoenix,IL,7.54,5408.29
ORD00000854,CUST000849,2025-03-05 22:45:13,Cancelled,Credit Card,7262 Elm St,San Antonio,TX,12.74,5007.32
ORD00000855,CUST000495,2024-11-07 22:45:13,Cancelled,PayPal,9255 Main St,Los Angeles,CA,21.28,9267.23
ORD00000856,CUST000734,2025-07-06 22:45:13,Cancelled,Cash,1588 Park St,Chicago,TX,22.33,346.63
ORD00000857,CUST000805,2025-02-13 22:45:13,Processing,Bank Transfer,6898 Elm St,New York,IL,44.79,3705.79
ORD00000858,CUST000317,2024-09-16 22:45:13,Shipped,PayPal,5818 Oak St,Los Angeles,PA,27.11,5902.52
ORD00000859,CUST000092,2024-11-04 22:45:13,Cancelled,PayPal,7599 Elm St,San Diego,TX,41.55,9825.02
ORD00000860,CUST000076,2024-07-25 22:45:13,Cancelled,Credit Card,4337 Main St,Philadelphia,CA,24.06,3405.99
ORD00000861,CUST000009,2025-02-28 22:45:13,Completed,Cash,6442 Park St,San Diego,CA,13.99,4752.16
ORD00000862,CUST000226,2025-07-09 22:45:13,Shipped,Cash,1378 Park St,San Diego,PA,26.32,5368.08
ORD00000863,CUST000962,2025-01-25 22:45:13,Shipped,Cash,4005 Elm St,San Jose,TX,37.33,7199.57
ORD00000864,CUST000432,2024-12-01 22:45:13,Processing,Cash,1799 Oak St,Dallas,NY,29.64,8792.3
ORD00000865,CUST000140,2025-05-21 22:45:13,Processing,PayPal,3360 Oak St,Phoenix,TX,25.64,5244.73
ORD00000866,CUST000364,2024-12-10 22:45:13,Cancelled,Bank Transfer,2412 Elm St,Phoenix,CA,30.25,3178.46
ORD00000867,CUST000633,2025-06-17 22:45:13,Completed,Credit Card,4041 Main St,San Diego,AZ,13.06,8395.89
ORD00000868,CUST000364,2025-06-09 22:45:13,Cancelled,Credit Card,2631 Main St,Phoenix,CA,18.66,4092.31
ORD00000869,CUST000995,2024-12-23 22:45:13,Processing,PayPal,5325 Elm St,Los Angeles,AZ,39.78,9121.04
ORD00000870,CUST000194,2025-03-29 22:45:13,Shipped,PayPal,8215 Park St,Phoenix,IL,31.34,7183.36
ORD00000871,CUST000735,2024-11-07 22:45:13,Cancelled,Credit Card,3666 Elm St,San Diego,TX,4.4,4866.93
ORD00000872,CUST000830,2025-01-02 22:45:13,Processing,Bank Transfer,6828 Oak St,New York,NY,41.58,3755.04
ORD00000873,CUST000987,2025-02-04 22:45:13,Cancelled,Bank Transfer,6406 Oak St,San Antonio,CA,9.21,6491.03
ORD00000874,CUST000583,2024-08-06 22:45:13,Shipped,Cash,1321 Elm St,Chicago,PA,34.7,4988.33
ORD00000875,CUST000476,2025-03-20 22:45:13,Shipped,Cash,4134 Park St,New York,TX,8.94,6389.27
ORD00000876,CUST000338,2025-02-03 22:45:13,Shipped,Bank Transfer,1778 Park St,Houston,CA,12.76,2173.08
ORD00000877,CUST000972,2024-12-20 22:45:13,Completed,Cash,889 Oak St,San Antonio,CA,2.35,5738.81
ORD00000878,CUST000954,2025-05-24 22:45:13,Completed,Credit Card,5424 Park St,Houston,CA,17.64,1258.26
ORD00000879,CUST000351,2025-07-04 22:45:13,Cancelled,Credit Card,8446 Main St,Houston,PA,23.53,5309.06
ORD00000880,CUST000640,2024-12-08 22:45:13,Processing,Bank Transfer,7970 Park St,San Diego,TX,42.53,3861.83
ORD00000881,CUST000253,2024-10-04 22:45:13,Shipped,Bank Transfer,8991 Main St,San Jose,CA,3.25,6037.59
ORD00000882,CUST000420,2025-05-02 22:45:13,Cancelled,Cash,4374 Elm St,Houston,TX,29.54,3387.59
ORD00000883,CUST000570,2025-04-08 22:45:13,Processing,Bank Transfer,2774 Elm St,Houston,IL,33.46,3501.64
ORD00000884,CUST000379,2025-06-05 22:45:13,Processing,Credit Card,4981 Main St,San Antonio,TX,12.62,6726.76
ORD00000885,CUST000659,2024-07-24 22:45:13,Cancelled,PayPal,8129 Park St,San Antonio,NY,11.46,333.6
ORD00000886,CUST000081,2024-09-30 22:45:13,Processing,PayPal,2288 Main St,New York,TX,8.22,1635.67
ORD00000887,CUST000733,2024-12-24 22:45:13,Cancelled,PayPal,1460 Oak St,San Diego,TX,19.16,10121.23
ORD00000888,CUST000907,2025-05-21 22:45:13,Completed,Cash,4601 Elm St,New York,TX,28.69,233.49
ORD00000889,CUST000681,2024-12-31 22:45:13,Shipped,Cash,2664 Elm St,New York,AZ,20.94,657.03
ORD00000890,CUST000103,2025-05-05 22:45:13,Cancelled,PayPal,8482 Park St,New York,AZ,5.04,925.96
ORD00000891,CUST000997,2025-03-29 22:45:13,Completed,Credit Card,5517 Oak St,Dallas,PA,27.43,7266.65
ORD00000892,CUST000183,2025-07-11 22:45:13,Completed,Credit Card,3269 Main St,New York,TX,16.74,1744.54
ORD00000893,CUST000009,2025-04-14 22:45:13,Cancelled,PayPal,7742 Park St,San Diego,CA,47.79,3770.43
ORD00000894,CUST000382,2025-06-07 22:45:13,Completed,PayPal,6317 Main St,Philadelphia,CA,5.93,4653.06
ORD00000895,CUST000521,2025-02-06 22:45:13,Shipped,PayPal,223 Oak St,Philadelphia,PA,31.51,10573.63
ORD00000896,CUST000487,2024-10-13 22:45:13,Cancelled,PayPal,2151 Main St,San Jose,CA,23.95,616.15
ORD00000897,CUST000733,2024-11-21 22:45:13,Cancelled,Credit Card,558 Oak St,San Diego,TX,1.84,7418.98
ORD00000898,CUST000337,2024-08-07 22:45:13,Cancelled,Bank Transfer,8242 Main St,Houston,TX,44.82,1180.68
ORD00000899,CUST000394,2025-01-30 22:45:13,Processing,Cash,8872 Oak St,New York,AZ,6.79,3431.14
ORD00000900,CUST000441,2024-07-27 22:45:13,Shipped,Bank Transfer,876 Park St,San Antonio,NY,3.35,10980.3
ORD00000901,CUST000279,2025-07-08 22:45:13,Completed,PayPal,8312 Elm St,San Jose,TX,19.21,1965.89
ORD00000902,CUST000721,2024-09-07 22:45:13,Shipped,Bank Transfer,8246 Main St,Chicago,CA,45.92,1304.02
ORD00000903,CUST000460,2025-05-23 22:45:13,Cancelled,PayPal,1478 Main St,Houston,PA,10.18,3247.5
ORD00000904,CUST000638,2025-06-05 22:45:13,Completed,Cash,2961 Park St,Philadelphia,TX,21.56,245.54
ORD00000905,CUST000111,2024-12-23 22:45:13,Shipped,Cash,3802 Main St,Dallas,TX,27.35,3919.71
ORD00000906,CUST000901,2025-04-23 22:45:13,Shipped,Credit Card,1505 Elm St,Dallas,CA,11.47,4489.95
ORD00000907,CUST000198,2025-05-09 22:45:13,Completed,Bank Transfer,2288 Main St,San Diego,IL,22.62,6367.16
ORD00000908,CUST000106,2024-12-15 22:45:13,Completed,PayPal,3634 Main St,Los Angeles,TX,40.88,2372.16
ORD00000909,CUST000422,2025-06-12 22:45:13,Cancelled,Cash,911 Elm St,Dallas,AZ,39.24,5243.52
ORD00000910,CUST000228,2025-04-04 22:45:13,Shipped,Credit Card,3268 Main St,Chicago,AZ,33.44,1129.09
ORD00000911,CUST000917,2024-08-26 22:45:13,Shipped,Bank Transfer,9562 Park St,Phoenix,TX,2.52,6381.63
ORD00000912,CUST000723,2024-10-17 22:45:13,Processing,Bank Transfer,8228 Elm St,Dallas,TX,35.22,1412.9
